clause_id,source_doc,domain,raw_text,word_count,pattern_label
C00028,classroom_conduct_policy,academic,Academic Accommodations Students requiring reasonable adjustments must register with the Disability Services Office. Adjustments cannot be applied retroactively to completed assessments under any circumstances,24,numbered_clause
C00029,columbia_integrity,academic,"All scholarship teaching, research, and student learning is the product of intellectual exchange",13,spacy_sentence
C00030,columbia_integrity,academic,"Whether this exchange takes place in books and journal articles, in laboratories, in the design of experiments and the analysis of data, in the classroom, or in students written work, it is these joint undertakings that create Columbia s intellectual community at Columbia College",44,spacy_sentence
C00031,columbia_integrity,academic,"The value of our collective inquiry relies upon trust and honesty for our individual discoveries are dependent upon the discoveries of our peers and predecessors, here at Columbia and elsewhere",30,spacy_sentence
C00032,columbia_integrity,academic,And all intellectual work must be evaluated the work of students is evaluated by faculty; the work of faculty is evaluated through peer-review,23,spacy_sentence
C00033,columbia_integrity,academic,"We must, therefore, be able to trust that others are honest in their work and others must be able to trust that we are honest in ours",27,spacy_sentence
C00034,columbia_integrity,academic,"The Columbia College Student Council, on behalf of the whole student body, has resolved that maintaining academic integrity is the preserve of all members of our intellectual community including and especially students",32,paragraph
C00035,columbia_integrity,academic,"As a consequence, all Columbia College students make the following pledge",11,paragraph
C00036,columbia_integrity,academic,"In addition, all Columbia College students are committed to the following honor code",13,paragraph
C00037,columbia_integrity,academic,"I affirm that I will not plagiarize, use unauthorized materials, or give or receive illegitimate help on assignments, papers, or examinations",21,spacy_sentence
C00038,columbia_integrity,academic,I will also uphold equity and honesty in the evaluation of my work and the work of others,18,spacy_sentence
C00039,columbia_integrity,academic,I do so to sustain a community built around this Code of Honor,13,spacy_sentence
C00040,columbia_integrity,academic,"For more information on the ways that College and SEAS students are introduced to, and trained on, matters of academic integrity, visit the Academic Integrity website for undergraduates",28,paragraph
C00041,columbia_integrity,academic,The intellectual venture in which we are all engaged requires of faculty and students alike the highest level of personal and academic integrity,23,spacy_sentence
C00042,columbia_integrity,academic,"As members of an academic community, each one of us bears the responsibility to participate in scholarly discourse and research in a manner characterized by intellectual honesty and scholarly integrity",30,spacy_sentence
C00043,columbia_integrity,academic,"Scholarship, by its very nature, is an iterative process, with ideas and insights building one upon the other",18,spacy_sentence
C00044,columbia_integrity,academic,"Collaborative scholarship requires the study of other scholars' work, the free discussion of such work, and the explicit acknowledgement of those ideas in any work that inform our own",29,spacy_sentence
C00045,columbia_integrity,academic,"This exchange of ideas relies upon a mutual trust that sources, opinions, facts, and insights will be properly noted and carefully credited",22,spacy_sentence
C00046,columbia_integrity,academic,"In practical terms, this means that, as students, you must be responsible for the full citations of others' ideas in all of your research papers and projects; you must be scrupulously honest when taking your examinations; you must always submit your own work and not that of another student, scholar, or internet agent",53,spacy_sentence
C00047,columbia_integrity,academic,Any breach of this intellectual responsibility is a breach of faith with the rest of our academic community,18,spacy_sentence
C00048,columbia_integrity,academic,"It undermines our shared intellectual culture, and it cannot be tolerated",11,spacy_sentence
C00049,columbia_integrity,academic,Students failing to meet these responsibilities should anticipate being asked to leave Columbia,13,spacy_sentence
C00050,columbia_integrity,academic,"For more information on academic integrity at Columbia, students may refer to the Columbia University Undergraduate Guide to Academic Integrity : http://www.college.columbia.edu/academics/academicintegrity",22,paragraph
C00051,columbia_integrity,academic,"For more information about how academic integrity is defined for students, or how disciplinary processes for violations of academic integrity are handled, please see the",25,paragraph
C00052,course_syllabus_policies,academic,Minimum Passing Grade: 50%. Students failing to achieve 50% must retake the course and may not proceed to dependent courses until the requirement is met,25,paragraph
C00053,course_syllabus_policies,academic,Academic Honesty All submitted work must represent the student's own original effort,12,spacy_sentence
C00054,course_syllabus_policies,academic,"Unauthorized use of AI tools, copying from other students, or submitting previously graded work is a violation of the Academic Integrity Policy",22,spacy_sentence
C00055,course_syllabus_policies,academic,Submission Policy All assignments must be submitted through the official course portal before 11:59 PM on the due date,19,spacy_sentence
C00056,course_syllabus_policies,academic,"Emailed submissions are not accepted unless the portal is unavailable, in which case email submission must be accompanied by a support ticket reference number",24,spacy_sentence
C00057,course_syllabus_policies,academic,Communication Students must check the course email account within 48 hours. Failure to respond to official communications regarding academic standing may result in administrative holds on enrollment and registration,29,paragraph
C00058,course_syllabus_policies,academic,Withdrawal Students wishing to withdraw must do so before the published withdrawal deadline. Unofficial withdrawal after the deadline results in an automatic F grade recorded on the permanent academic transcript,30,paragraph
C00059,dissertation_submission_policy,academic,Submission Requirements Students must submit their dissertation by the published deadline. Late submission without an approved extension results in a grade penalty of one grade boundary per week of delay. Submission more than four weeks late without approval results in automatic failure,42,numbered_clause
C00060,dissertation_submission_policy,academic,"Originality Requirement All dissertations must be the student's own original work. Plagiarism, contract cheating, or submission of AI-generated content as original work will result in automatic failure of the dissertation and referral to the Academic Misconduct Committee",37,numbered_clause
C00061,dissertation_submission_policy,academic,Word Count Students must adhere to the prescribed word count. Submissions exceeding the limit by more than 10% may be penalised. Submissions below 80% of the minimum word count will not be accepted for assessment,35,numbered_clause
C00062,dissertation_submission_policy,academic,"Ethical Compliance Dissertations involving human participants, sensitive data, or secondary data must include evidence of ethics approval. Submission without required ethical clearance will not be processed",26,numbered_clause
C00063,dissertation_submission_policy,academic,Viva Voce Students may be required to defend their dissertation in an oral examination. Failure to attend a scheduled viva without prior notice constitutes a fail for the dissertation module,30,numbered_clause
C00064,edinburgh_academic_misconduct,academic,"How the University defines academic misconduct, including plagiarism, and how it deals with suspected cases",15,paragraph
C00065,edinburgh_academic_misconduct,academic,Examples of academic misconduct and what you can and cannot do,11,paragraph
C00066,edinburgh_academic_misconduct,academic,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336, VAT Registration Number GB 592 9507 00, and is acknowledged by the UK authorities as a Recognised body which has been granted degree awarding powers",40,paragraph
C00067,edinburgh_academic_misconduct,academic,""",""range"":""Please enter a value between {0} and {1}."",""max"":""Please enter a value less than or equal to {0}."",""min"":""Please enter a value greater than or equal to {0}."",""step"":""Please enter a multiple of {0}.""}},""csp"":{""nonce"":""65v1zW2uOuhTC7VBcPgn_w""},""user"":{""uid"":0,""permissionsHash"":""956c4f5b7dfd9f2da306a90accdd9e86ba075fcf32c3fb6b02e2006c4d98c42d""}}",31,spacy_sentence
C00068,exam_and_assessment_policy,academic,"Academic Integrity Students must not engage in any form of academic dishonesty including plagiarism, fabrication, cheating, contract cheating, or unauthorized collaboration. Violations are treated as serious misconduct and may result in course failure, suspension, or permanent expulsion from the university. All violations are recorded on the student's academic file",49,numbered_clause
C00069,exam_and_assessment_policy,academic,Examination Conduct Mobile phones and unauthorized electronic devices are strictly prohibited during examinations. Students found in possession of unauthorized materials shall receive a grade of zero for the entire examination and be referred to the Academic Integrity Committee for formal investigation,41,numbered_clause
C00070,exam_and_assessment_policy,academic,"Plagiarism Presenting another person's work as one's own, whether intentional or unintentional, constitutes plagiarism. Confirmed plagiarism results in a failing grade for the assessment. Repeat offences result in academic suspension for a minimum of one semester",36,numbered_clause
C00071,exam_and_assessment_policy,academic,Use of AI Tools Submission of AI-generated text as original work without disclosure is considered academic dishonesty. First offences result in assignment failure. Repeat offences result in course failure and referral to the Disciplinary Committee,35,numbered_clause
C00072,exam_and_assessment_policy,academic,Late Submission Assignments submitted after the deadline without approved extension receive a deduction of 10% per calendar day. No submission accepted after 7 days without documented medical or compassionate grounds,30,numbered_clause
C00073,exam_and_assessment_policy,academic,Attendance Students must attend at least 75% of scheduled classes. Students below minimum attendance are barred from final examinations without appeal,21,numbered_clause
C00074,examination_board_policy,academic,"Board Authority The Examination Board is the sole body authorised to confirm student results, awards, and academic progression decisions. No individual member of staff may override a Board decision",29,numbered_clause
C00075,examination_board_policy,academic,Extenuating Circumstances Claims for extenuating circumstances must be submitted before the assessment or within 5 working days after. Late claims without documented justification will not be considered by the Board,30,numbered_clause
C00076,examination_board_policy,academic,Repeat Assessments Students who fail a module are entitled to one further attempt at the failed component. A second failure results in module failure with no further attempts permitted. Students failing core modules may not progress to the next level,40,numbered_clause
C00077,examination_board_policy,academic,Award Classification Attempts to influence award classification through improper means including correspondence with Board members constitute academic misconduct subject to disciplinary action and potential withdrawal of the award,28,numbered_clause
C00078,examination_board_policy,academic,Transcript Accuracy Students must report any errors in their academic transcript within 30 days of issue. Alterations to official transcripts by any party other than the Registry constitute fraud and are subject to legal action,35,numbered_clause
C00079,field_trip_safety_policy,academic,Risk Assessment All off-campus activities must have a completed and approved risk assessment before departure. Conducting a field trip without an approved risk assessment is prohibited and constitutes a serious health and safety violation,34,numbered_clause
C00080,field_trip_safety_policy,academic,Student Consent Participation in field trips requires signed informed consent. Students who participate without submitting a valid consent form may be required to leave the activity at their own expense,30,numbered_clause
C00081,field_trip_safety_policy,academic,Code of Conduct Students on field trips represent the university and must comply with the student code of conduct at all times. Misconduct on field trips is subject to the same disciplinary procedures as on-campus misconduct,36,numbered_clause
C00082,field_trip_safety_policy,academic,Alcohol and Substances Consumption of alcohol by students under the legal drinking age during field trips is strictly prohibited. Possession or use of illegal substances during any university activity results in immediate removal and formal disciplinary proceedings,37,numbered_clause
C00083,field_trip_safety_policy,academic,"Accidents and Incidents All accidents, near-misses, and incidents during field trips must be reported to the trip leader immediately and documented. Failure to report incidents may affect insurance coverage and constitutes a breach of university health and safety policy",39,numbered_clause
C00084,graduate_admissions_policy,academic,Entry Requirements Applicants who do not meet published entry requirements will not be admitted. Fraudulent or misrepresented qualifications will result in immediate withdrawal of any offer and termination of enrolment if discovered post-admission,33,numbered_clause
C00085,graduate_admissions_policy,academic,Conditional Offers Conditional offers lapse if conditions are not met by the published deadline. Requests for extensions are considered only in exceptional documented circumstances,24,numbered_clause
C00086,graduate_admissions_policy,academic,Deferral Policy Deferral of entry is permitted for a maximum of one academic year. A second deferral request will not be granted and the applicant must reapply,27,numbered_clause
C00087,graduate_admissions_policy,academic,Enrolment Students must complete enrolment by the published deadline. Failure to enrol without notification results in automatic withdrawal of the place,21,numbered_clause
C00088,graduate_admissions_policy,academic,False Declaration Providing false information on any application or enrolment document is grounds for immediate withdrawal of admission and may result in legal action,24,numbered_clause
C00089,harvard_integrity,academic,"If you are located in the European Union, Iceland, Liechtenstein or Norway (the European Economic Area ), please click here for additional information about ways that certain Harvard University Schools, Centers, units and controlled entities, including this one, may collect, use, and share information about you",46,spacy_sentence
C00090,harvard_integrity,academic,What is the difference between Harvard College and Harvard University?,10,paragraph
C00091,harvard_integrity,academic,Paying the admissions application fee is a hardship for my family. Can I get a waiver?,16,paragraph
C00092,harvard_integrity,academic,"As a liberal arts and sciences college nestled within a world-class research university, Harvard gives you both the freedom to shape your own course of study and the resources to see it through",33,spacy_sentence
C00093,harvard_integrity,academic,"Master the subjects you love, but never forget to explore the unfamiliar terrain that lies just beyond your comfort zone",20,spacy_sentence
C00094,harvard_integrity,academic,"Fostering a Community of Learning Through intellectual vitality, the Harvard College community seeks to establish a culture in which all members speak, listen, and ask questions of each other and ourselves with curiosity and respect",35,spacy_sentence
C00095,harvard_integrity,academic,This is critical to achieve the mission of Harvard College and what we as a community believe in,18,spacy_sentence
C00096,harvard_integrity,academic,"The Office of Undergraduate Education is responsible for curriculum planning and requirements, as well as a number of student-focused programs that include advising, first-year seminars, career services, and more",29,paragraph
C00097,harvard_integrity,academic,"Harvard faculty are invested in helping you celebrate your passions. You&#039;ll build close and enduring relationships with professors who challenge you to see with new eyes and serve as models of engaged, conscientious leadership",34,paragraph
C00098,harvard_integrity,academic,You can take part in hands-on research projects ranging from leading a study to performing lab work with a faculty mentor,21,spacy_sentence
C00099,harvard_integrity,academic,"Academic integrity is the foundation of the academic experience at Harvard College. Students at Harvard learn how to acknowledge when their work is indebted to others , and about the value of producing original scholarship",35,paragraph
C00100,harvard_integrity,academic,"They&#039;ll guide you as you create a course of study that challenges and excites you, and give you the advice and support you need to branch out and take academic risks",31,spacy_sentence
C00101,harvard_integrity,academic,"The Academic Resource Center (ARC) at Harvard University supports Harvard students in developing reading and study strategies, time management skills, and metacognitive approaches to learning. Students have access to academic coaching, peer tutoring, workshops, accountability hours, and additional skills-based resources",40,paragraph
C00102,harvard_integrity,academic,Join our email list to download our brochure and stay in touch,12,paragraph
C00103,harvard_integrity,academic,"From our libraries to our museums, our support services to our common spaces, our campus is teeming with resources to guide your experience",23,paragraph
C00104,harvard_integrity,academic,"As a college within a research university, Harvard undergraduates have access to unparalleled research opportunities. Learn about research at Harvard",20,paragraph
C00105,harvard_integrity,academic,Members of our community uphold a commitment to making the world a better place for all. Learn how to make an impact through leadership and service,26,paragraph
C00106,harvard_integrity,academic,"If you are located in the European Union, Iceland, Liechtenstein or Norway (the European Economic Area ), please read the Additional EEA Privacy Disclosures about ways that certain Harvard University Schools, Centers, units and controlled entities, including this one, may collect, use, and share information about you",47,spacy_sentence
C00107,harvard_integrity,academic,"Harvard does not discriminate against applicants or students on the basis of race, color, national origin, ancestry or any other protected classification",22,paragraph
C00108,imperial_integrity,academic,"Our mission is to attract, develop, empower, and advocate for the next generation of outstanding STEMB talent through learning and development opportunities, events, support, and resources for early career researchers",30,paragraph
C00109,imperial_integrity,academic,Our ECRI Blog keeps you updated with events that have been led by Imperial's early career researcher community as well as ECRI activities,23,paragraph
C00110,imperial_integrity,academic,"Join us for ECRI s Doctoral Student Spring Welcome Thursday 26 March, 2-4pm, South Kensington Campus The Early Career Researcher Institute",21,paragraph
C00111,imperial_integrity,academic,Applications are now open for the 2026 Imperial As One Media Academy. This is an award-winning communications training programme for Black and,22,paragraph
C00112,imperial_integrity,academic,Apply now: STEP UP Digital Research Technical Career and Bridging Placements,11,paragraph
C00113,imperial_integrity,academic,Black Women at Imperial is a new partnership with WHEN Equality for a new initiative to strengthen the career progression of Black women across,24,paragraph
C00114,international_student_policy,academic,Visa Compliance International students must maintain valid immigration status at all times. Failure to comply with visa conditions may result in reporting to immigration authorities and termination of enrollment,29,numbered_clause
C00115,international_student_policy,academic,Attendance Monitoring International students are subject to mandatory attendance monitoring. Absence below 70% of required contact hours triggers a mandatory welfare review and may result in reporting to immigration authorities,30,numbered_clause
C00116,international_student_policy,academic,English Language Requirements Students who do not meet minimum English proficiency standards after enrollment may be required to undertake additional language support. Failure to meet minimum standards after support may result in suspension from assessments,35,numbered_clause
C00117,international_student_policy,academic,Fee Payment International tuition fees must be paid by the published deadlines. Non-payment results in removal from course registration and may affect visa status. Outstanding fees must be settled before any academic transcript is released,35,numbered_clause
C00118,library_and_it_policy,academic,"IT Systems Access University IT systems are provided for academic and administrative use only. Unauthorized use, access to restricted areas, or attempts to compromise system security are serious violations subject to disciplinary action and may result in criminal prosecution under applicable computer misuse laws",44,numbered_clause
C00119,library_and_it_policy,academic,Software and Copyright Installation of unlicensed software on university equipment is prohibited. Downloading or distributing copyrighted materials without authorization constitutes copyright infringement and subjects the student to legal liability,29,numbered_clause
C00120,library_and_it_policy,academic,Library Resources Library materials must be returned by the due date. Overdue materials attract fines. Theft or deliberate damage to library resources is a disciplinary offence that may result in suspension of library privileges and financial restitution,37,numbered_clause
C00121,library_and_it_policy,academic,"Data and Privacy Students must not access, share, or modify other users' data without authorization. Unauthorized access to another person's files or accounts constitutes a serious breach of privacy and university policy, subject to immediate disciplinary action",37,numbered_clause
C00122,library_borrowing_policy,academic,Loan Periods Standard loan items may be borrowed for 3 weeks and renewed twice online. Items recalled by another user must be returned within 5 working days of notification. Failure to return recalled items results in suspension of borrowing privileges,40,numbered_clause
C00123,library_borrowing_policy,academic,Overdue Fines Overdue fines accrue daily. Outstanding fines above a threshold result in suspension of library and IT services. Unpaid fines may be referred to the finance department and added to student accounts,33,numbered_clause
C00124,library_borrowing_policy,academic,Damage and Loss Students are responsible for all items borrowed. Damaged or lost items must be reported immediately. Students will be charged the full replacement cost plus a processing fee. Deliberate damage is a disciplinary offence,36,numbered_clause
C00125,library_borrowing_policy,academic,Special Collections Special collections and archive materials may only be used in designated areas under supervision. Removal of special collection items from the designated area is prohibited and constitutes theft subject to disciplinary and legal action,36,numbered_clause
C00126,library_borrowing_policy,academic,Academic Integrity Photocopying beyond the permitted fair use limits and sharing library access credentials are prohibited and may constitute copyright infringement,21,numbered_clause
C00127,online_learning_policy,academic,Identity Verification Students participating in online assessments must verify their identity as required. Allowing another person to complete an online assessment on one's behalf constitutes contract cheating and will result in expulsion,32,numbered_clause
C00128,online_learning_policy,academic,"Assessment Integrity Online assessments must be completed independently unless group work is explicitly permitted. Use of unauthorized resources, websites, or AI tools during timed online assessments is treated as examination misconduct",31,numbered_clause
C00129,online_learning_policy,academic,Technical Issues Students experiencing technical issues during timed assessments must notify the module leader within 30 minutes of the issue occurring. Technical issues reported after assessment submission will not be considered as grounds for appeal,35,numbered_clause
C00130,online_learning_policy,academic,Recording of Sessions Online teaching sessions may be recorded for students who are unable to attend. Students must not share recordings outside the enrolled cohort. Redistribution of teaching recordings constitutes a breach of intellectual property rights,36,numbered_clause
C00131,online_learning_policy,academic,Participation Requirements Students must participate actively in online discussions and group activities as required by their programme. Consistent failure to participate may be treated as non-engagement and reported accordingly,29,numbered_clause
C00132,oxford_plagiarism,academic,"Information about what plagiarism is, and how you can avoid it",11,paragraph
C00133,oxford_plagiarism,academic,"The University defines plagiarism as follows: Presenting work or ideas from another source as your own, with or without consent of the original author, by incorporating it into your work without full acknowledgement",33,spacy_sentence
C00134,oxford_plagiarism,academic,"All published and unpublished material, whether in manuscript, printed or electronic form, is covered under this definition, as is the use of material generated wholly or in part through use of artificial intelligence (save when use of AI for assessment has received prior authorisation e.g. as a reasonable adjustment for a student s disability)",54,spacy_sentence
C00135,oxford_plagiarism,academic,Plagiarism can also include re-using your own work without citation,10,spacy_sentence
C00136,oxford_plagiarism,academic,"Under the regulations for examinations, intentional or reckless plagiarism is a disciplinary offence",13,spacy_sentence
C00137,oxford_plagiarism,academic,"You must also attribute text, data, or other resources downloaded from websites",12,spacy_sentence
C00138,oxford_plagiarism,academic,"Please note that artificial intelligence (AI) can only be used within assessments where specific prior authorisation has been given, or when technology that uses AI has been agreed as reasonable adjustment for a student s disability (such as voice recognition software for transcriptions, or spelling and grammar checkers)",48,spacy_sentence
C00139,oxford_plagiarism,academic,You should acknowledge your use of AI as part of the assessment submission and use a formal declaration in the format prescribed by the assessment setter,26,spacy_sentence
C00140,oxford_plagiarism,academic,The best way of avoiding plagiarism is to learn and employ the principles of good academic practice from the beginning of your university career,24,spacy_sentence
C00141,oxford_plagiarism,academic,"Avoiding plagiarism is not simply a matter of making sure your references are all correct, or changing enough words so the examiner will not notice your paraphrase; it is about deploying your academic skills to make your work as good as it can be",44,spacy_sentence
C00142,oxford_plagiarism,academic,Students will benefit from taking an online course which has been developed to provide a useful overview of the issues surrounding plagiarism and practical ways to avoid it,28,spacy_sentence
C00143,oxford_plagiarism,academic,"Verbatim (word for word) quotation without clear acknowledgement Quotations must always be identified as such by the use of either quotation marks or indentation, and with full referencing of the sources cited",32,spacy_sentence
C00144,oxford_plagiarism,academic,It must always be apparent to the reader which parts are your own independent work and where you have drawn on ideas and language from another source,27,spacy_sentence
C00145,oxford_plagiarism,academic,Cutting and pasting from the Internet without clear acknowledgement Information derived from the Internet must be adequately referenced and included in the bibliography,23,spacy_sentence
C00146,oxford_plagiarism,academic,"It is important to evaluate carefully all material found on the Internet, as it is less likely to have been through the same process of scholarly peer review as published sources",31,spacy_sentence
C00147,oxford_plagiarism,academic,"Paraphrasing Paraphrasing the work of others by altering a few words and changing their order, or by closely following the structure of their argument, is plagiarism if you do not give due acknowledgement to the author whose work you are using",41,spacy_sentence
C00148,oxford_plagiarism,academic,A passing reference to the original author in your own text may not be enough; you must ensure that you do not create the misleading impression that the paraphrased wording or the sequence of ideas are entirely your own,39,spacy_sentence
C00149,oxford_plagiarism,academic,"It is better to write a brief summary of the author s overall argument in your own words, indicating that you are doing so, than to paraphrase particular sections of his or her writing",34,spacy_sentence
C00150,oxford_plagiarism,academic,This will ensure you have a genuine grasp of the argument and will avoid the difficulty of paraphrasing without plagiarising,20,spacy_sentence
C00151,oxford_plagiarism,academic,You must also properly attribute all material you derive from lectures,11,spacy_sentence
C00152,oxford_plagiarism,academic,"Collusion This can involve unauthorised collaboration between students, failure to attribute assistance received, or failure to follow precisely regulations on group work projects",23,spacy_sentence
C00153,oxford_plagiarism,academic,"It is your responsibility to ensure that you are entirely clear about the extent of collaboration permitted, and which parts of the work must be your own",27,spacy_sentence
C00154,oxford_plagiarism,academic,"Inaccurate citation It is important to cite correctly, according to the conventions of your discipline",15,spacy_sentence
C00155,oxford_plagiarism,academic,"As well as listing your sources (i.e. in a bibliography), you must indicate, using a footnote or an in-text reference, where a quoted passage comes from",26,spacy_sentence
C00156,oxford_plagiarism,academic,"Additionally, you should not include anything in your references or bibliography that you have not actually consulted",17,spacy_sentence
C00157,oxford_plagiarism,academic,"If you cannot gain access to a primary source you must make it clear in your citation that your knowledge of the work has been derived from a secondary text (for example, Bradshaw, D. Title of Book, discussed in Wilson, E., Title of Book (London, 2004), p. 189)",48,spacy_sentence
C00158,oxford_plagiarism,academic,"Failure to acknowledge assistance You must clearly acknowledge all assistance which has contributed to the production of your work, such as advice from fellow students, laboratory technicians, and other external sources",31,spacy_sentence
C00159,oxford_plagiarism,academic,"This need not apply to the assistance provided by your tutor or supervisor, or to ordinary proofreading, but it is necessary to acknowledge other guidance which leads to substantive changes of content or approach",34,spacy_sentence
C00160,oxford_plagiarism,academic,Use of material written by professional agencies or other persons You should neither make use of professional agencies in the production of your work nor submit material which has been written for you even with the consent of the person who has written it,44,spacy_sentence
C00161,oxford_plagiarism,academic,It is vital to your intellectual training and development that you should undertake the research process unaided,17,spacy_sentence
C00162,oxford_plagiarism,academic,"Under Statute XI on University Discipline, all members of the University are prohibited from providing material that could be submitted in an examination by students at this University or elsewhere",30,spacy_sentence
C00163,oxford_plagiarism,academic,"Auto-plagiarism You must not submit work for assessment that you have already submitted (partially or in full), either for your current course or for another qualification of this, or any other, university, unless this is specifically provided for in the special regulations for your course",45,spacy_sentence
C00164,oxford_plagiarism,academic,"Where earlier work by you is citable, i.e. it has already been published, you must reference it clearly",18,spacy_sentence
C00165,oxford_plagiarism,academic,Identical pieces of work submitted concurrently will also be considered to be auto-plagiarism,13,spacy_sentence
C00166,oxford_plagiarism,academic,"It is a principle of intellectual honesty that all members of the academic community should acknowledge their debt to the originators of the ideas, words, and data which form the basis for their own work",35,spacy_sentence
C00167,oxford_plagiarism,academic,"Passing off another s work as your own is not only poor scholarship, but also means that you have failed to complete the learning process",25,spacy_sentence
C00168,oxford_plagiarism,academic,Plagiarism is unethical and can have serious consequences for your future career; it also undermines the standards of your institution and of the degrees it issues,26,spacy_sentence
C00169,oxford_plagiarism,academic,"You have come to university to learn to know and speak your own mind, not merely to reproduce the opinions of others - at least not without attribution",28,spacy_sentence
